Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
NESTLEIND,1222.8,WAIT,53.3,0.43,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),38.0,Constructive RSI (Neutral-Bullish),30.0,MC Target Prob: 0.0% | Model Predicts +3.9% (10d) | Expected Horizon: 4.6d,0.0,0.24,0.0386,277349.0,79.5,48.3,30.0,100.0,50.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-7.73,12.85,1325.24,1083.55,55.5,61.2,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
OBEROIRLTY,1558.37,WAIT,58.1,0.38,3.9 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.5,MC Target Prob: 2.1% | Expected Horizon: 3.9d,0.02,0.45,-0.0014,57871.0,89.0,56.7,55.0,100.0,55.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-21.26,10.54,1979.26,1409.76,61.8,67.4,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6991.7,WAIT,61.3,0.44,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.1,MC Target Prob: 3.0% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.44,0.013,82450.0,65.2,56.7,25.0,100.0,100.0,70.0,YES,NO,YES,Breakdown,10.0,-24.96,14.12,9316.99,6126.48,64.6,62.5,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,466.35,AVOID,49.5,0.38,4.2 days,73.5,Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),15.6,MC Target Prob: 0.9% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.38,0.0179,45647.0,72.8,80.0,65.0,90.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-29.53,1.82,661.74,458.04,43.6,56.5,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,5386.2,WAIT,52.2,0.4,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),44.0,Overbought RSI | Positive Trend Slope,18.0,MC Target Prob: 4.3% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.42,0.0157,76991.0,80.8,46.7,25.0,100.0,100.0,55.0,NO,NO,YES,Confirmed Bounce,70.0,-17.64,23.11,6540.04,4375.22,79.6,60.8,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1597.0,AVOID,49.8,0.38,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),38.0,Constructive RSI (Neutral-Bullish),17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.47,0.011,63149.0,63.2,70.0,25.0,100.0,50.0,85.0,YES,NO,YES,Breakdown,10.0,-18.14,12.86,1950.8,1415.03,53.2,53.8,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PPLPHARMA,141.04,AVOID,36.3,0.36,3.6 days,35.7,Low Leverage (D/E: 0.70),38.0,Constructive RSI (Neutral-Bullish),34.8,MC Target Prob: 6.9% | Model Predicts +2.0% (10d) | Expected Horizon: 3.6d,0.07,0.49,0.0204,21903.0,54.2,90.0,35.0,20.0,50.0,70.0,YES,YES,YES,Breakdown,10.0,-38.67,5.83,229.96,133.27,51.4,41.7,0.0,2.55,-4.0,-0.1,0.7,Nifty Pharma
PRESTIGE,1222.1,AVOID,44.6,0.41,3.6 days,54.8,Strong Revenue Growth (166.5%),38.0,Constructive RSI (Neutral-Bullish),33.4,MC Target Prob: 4.9% | Model Predicts +2.2% (10d) | Expected Horizon: 3.6d,0.05,0.51,0.0223,57201.0,65.5,80.0,25.0,100.0,65.0,55.0,NO,YES,YES,Breakdown,10.0,-32.26,15.39,1804.02,1059.08,46.3,50.9,47.8,3.51,8.0,166.5,1.05,Nifty Realty
RADICO,2629.0,AVOID,42.4,0.39,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),32.7,MC Target Prob: 3.8% | Model Predicts +2.9% (10d) | Expected Horizon: 4.0d,0.04,0.4,0.0285,46569.0,64.8,70.0,25.0,100.0,70.0,70.0,NO,NO,YES,Breakdown,10.0,-22.13,17.12,3376.0,2244.74,40.2,49.1,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
RBLBANK,312.6,WAIT,64.2,0.52,3.7 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,33.9,MC Target Prob: 5.5% | Model Predicts +5.8% (10d) | Expected Horizon: 3.7d,0.06,0.47,0.0581,22110.0,82.6,20.0,67.5,100.0,65.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.0,86.01,332.55,168.06,59.6,69.7,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank
SOBHA,1228.7,AVOID,47.5,0.42,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),38.0,Constructive RSI (Neutral-Bullish),32.8,MC Target Prob: 4.0% | Model Predicts +8.7% (10d) | Expected Horizon: 3.7d,0.04,0.5,0.0869,13870.0,62.5,80.0,25.0,100.0,35.0,70.0,YES,NO,YES,Breakdown,10.0,-27.77,12.47,1701.2,1092.44,41.3,52.0,71.7,2.94,4.2,60.2,0.22,Nifty Realty
